Screen,Action,UI control,Permission,Writable-period rule,HTTP method,Endpoint,Request field/schema,Service,Tables read,Tables written,Success behavior,Failure behavior,Idempotency,Concurrency,Handler,File,Kind
period-detail.component,Save Primary Value,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET …/reporting-period-bindings/{id}; period-scoped CRUD,handler:anonymous form/payload,CbamPeriodWorkspaceServices,"cbam_reporting_period_bindings, cbam_production_records, cbam_activity_records, cbam_purchased_input_records, cbam_allocation_rules, cbam_allocation_results, cbam_factor_resolutions, cbam_calculation_runs, cbam_calculation_results, cbam_export_runs, cbam_export_artifacts","cbam_reporting_period_bindings, cbam_production_records, cbam_activity_records, cbam_purchased_input_records, cbam_allocation_rules, cbam_allocation_results, cbam_factor_resolutions, cbam_calculation_runs, cbam_calculation_results, cbam_export_runs, cbam_export_artifacts",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,—,period-detail.component.html,write
period-detail.component,Resolve,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,—,period-detail.component.html,navigate-or-read
period-detail.component,Calculate,button/link,cbam:configure,blocked-when-locked,POST,/api/v1/cbam/organizations/{organization_id}/reporting-period-bindings/{id}/calculation-runs,createCalculationRun request DTO,CbamPeriodWorkspaceServices,cbam_calculation_runs,cbam_calculation_runs,reload-or-toast,inline-error,create-new-row-or-n/a,n/a,startAndExecuteCalculation(),period-detail.component.html,write
period-detail.component,{{ r.status }} — {{ r.calculatedCount }} calculated,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,selectCalculationRun(r),period-detail.component.html,write
period-detail.component,Recalculate,button/link,cbam:configure,blocked-when-locked,POST,/api/v1/cbam/organizations/{organization_id}/calculation-results/{id}/recalculate,recalculateCalculationResult request DTO,CbamPeriodWorkspaceServices,cbam_calculation_results,cbam_calculation_results,reload-or-toast,inline-error,create-new-row-or-n/a,n/a,recalculateCalculationResult(r),period-detail.component.html,write
period-detail.component,Generate Excel,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET …/reporting-period-bindings/{id}; period-scoped CRUD,handler:generateExport form/payload,CbamPeriodWorkspaceServices,"cbam_reporting_period_bindings, cbam_production_records, cbam_activity_records, cbam_purchased_input_records, cbam_allocation_rules, cbam_allocation_results, cbam_factor_resolutions, cbam_calculation_runs, cbam_calculation_results, cbam_export_runs, cbam_export_artifacts","cbam_reporting_period_bindings, cbam_production_records, cbam_activity_records, cbam_purchased_input_records, cbam_allocation_rules, cbam_allocation_results, cbam_factor_resolutions, cbam_calculation_runs, cbam_calculation_results, cbam_export_runs, cbam_export_artifacts",reload-or-toast,inline-error,clientRequestId-if-execution,409-on-rowVersion,generateExport(),period-detail.component.html,write
period-detail.component,Download,button/link,cbam:view,n/a,GET,/api/v1/cbam/organizations/{organization_id}/exports/{id}/artifacts,query/path params,CbamPeriodWorkspaceServices,"cbam_export_runs, cbam_export_artifacts",—,reload-or-toast,inline-error,n/a-read,n/a,downloadLatestXlsx(r),period-detail.component.html,navigate-or-read
period-list.component,Add Draft Binding,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST …/reporting-period-bindings,handler:anonymous form/payload,CbamReportingPeriodBindingService,cbam_reporting_period_bindings,cbam_reporting_period_bindings,reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,—,period-list.component.html,write
period-list.component,View,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,—,period-list.component.html,navigate-or-read
product-embedded-emissions,Retry,button/link,cbam:configure,blocked-when-locked,GET,POST …/product-embedded-emissions/executions,n/a-query/path,CbamProductEmbeddedEmissionsService,"cbam_product_embedded_emissions_results, cbam_product_embedded_emissions_products, cbam_product_embedded_emissions_current",—,reload-or-toast,inline-error,n/a-read,n/a,reload(),product-embedded-emissions/product-embedded-emissions.component.html,write
product-embedded-emissions,Product Profiles,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,goToProductProfiles.emit(),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Production,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,goToProduction.emit(),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Direct Emissions,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,goToDirectEmissions.emit(),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Indirect Emissions,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,goToIndirectEmissions.emit(),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Processes,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,goToProcesses.emit(),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Purchased Inputs,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,goToPurchasedInputs.emit(),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Allocation,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,goToAllocation.emit(),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
